0  -165.02382
1  -165.00087
2  -164.97799
3  -164.95538
4  -164.93325
5  -164.91172
6  -164.89094
7  -164.87106
8  -164.85214
9  -164.83421
10  -164.81729
11  -164.80135
12  -164.78630
13  -164.77207
14  -164.75864
15  -164.74602
16  -164.73405
17  -164.72278
18  -164.71226
19  -164.70249
20  -164.69353
21  -164.68547
22  -164.67842
23  -164.67250
24  -164.66778
25  -164.66429
26  -164.66203
27  -164.66097
28  -164.66098
29  -164.66191
30  -164.66354
31  -164.66565
32  -164.66800
33  -164.67035
34  -164.67247
35  -164.67416
36  -164.67526
37  -164.67560
38  -164.67508
39  -164.67358
40  -164.67104
41  -164.66739
42  -164.66258
43  -164.65652
44  -164.64920
45  -164.64051
46  -164.63040
47  -164.61881
48  -164.60569
49  -164.59096
50  -164.57469
51  -164.55686
52  -164.53750
53  -164.51653
54  -164.49414
55  -164.47043
56  -164.44552
57  -164.41951
58  -164.39242
59  -164.36448
60  -164.33573
61  -164.30636
62  -164.27650
63  -164.24620
64  -164.21548
65  -164.18441
66  -164.15306
67  -164.12156
68  -164.08998
69  -164.05845
70  -164.02725
71  -163.99642
72  -163.96605
73  -163.93627
74  -163.90714
75  -163.87877
76  -163.85120
77  -163.82451
78  -163.79882
79  -163.77413
80  -163.75051
81  -163.72782
82  -163.70626
83  -163.68571
84  -163.66615
85  -163.64768
86  -163.63025
87  -163.61389
88  -163.59872
89  -163.58473
90  -163.57193
91  -163.56021
92  -163.54950
93  -163.53961
94  -163.53039
95  -163.52162
96  -163.51310
97  -163.50464
98  -163.49602
99  -163.48705
100  -163.47754
