0  -14.98223
1  -14.95442
2  -14.92676
3  -14.89920
4  -14.87171
5  -14.84424
6  -14.81680
7  -14.78948
8  -14.76225
9  -14.73510
10  -14.70801
11  -14.68090
12  -14.65361
13  -14.62602
14  -14.59801
15  -14.56964
16  -14.54052
17  -14.51066
18  -14.48012
19  -14.44879
20  -14.41664
21  -14.38368
22  -14.35004
23  -14.31588
24  -14.28117
25  -14.24589
26  -14.21007
27  -14.17358
28  -14.13647
29  -14.09866
30  -14.06005
31  -14.02052
32  -13.97992
33  -13.93813
34  -13.89503
35  -13.85061
36  -13.80469
37  -13.75743
38  -13.70880
39  -13.65869
40  -13.60735
41  -13.55483
42  -13.50138
43  -13.44682
44  -13.39147
45  -13.33511
46  -13.27776
47  -13.21946
48  -13.16021
49  -13.09992
50  -13.03910
51  -12.97781
52  -12.91638
53  -12.85464
54  -12.79329
55  -12.73272
56  -12.67326
57  -12.61523
58  -12.55873
59  -12.50429
60  -12.45207
61  -12.40243
62  -12.35565
63  -12.31176
64  -12.27071
65  -12.23247
66  -12.19693
67  -12.16404
68  -12.13365
69  -12.10578
70  -12.08057
71  -12.05807
72  -12.03844
73  -12.02186
74  -12.00849
75  -11.99847
76  -11.99188
77  -11.98876
78  -11.98911
79  -11.99287
80  -11.99993
81  -12.01020
82  -12.02346
83  -12.03962
84  -12.05852
85  -12.07988
86  -12.10358
87  -12.12943
88  -12.15709
89  -12.18642
90  -12.21730
91  -12.24978
92  -12.28376
93  -12.31947
94  -12.35686
95  -12.39602
96  -12.43699
97  -12.47964
98  -12.52388
99  -12.56974
100  -12.61711
