0  -165.01777
1  -165.03785
2  -165.05792
3  -165.07785
4  -165.09753
5  -165.11687
6  -165.13575
7  -165.15397
8  -165.17135
9  -165.18769
10  -165.20274
11  -165.21629
12  -165.22814
13  -165.23810
14  -165.24596
15  -165.25157
16  -165.25489
17  -165.25586
18  -165.25452
19  -165.25092
20  -165.24519
21  -165.23749
22  -165.22804
23  -165.21710
24  -165.20488
25  -165.19156
26  -165.17736
27  -165.16239
28  -165.14679
29  -165.13067
30  -165.11404
31  -165.09690
32  -165.07923
33  -165.06098
34  -165.04212
35  -165.02265
36  -165.00249
37  -164.98170
38  -164.96026
39  -164.93810
40  -164.91527
41  -164.89173
42  -164.86754
43  -164.84258
44  -164.81697
45  -164.79063
46  -164.76360
47  -164.73596
48  -164.70773
49  -164.67892
50  -164.64976
51  -164.62027
52  -164.59056
53  -164.56052
54  -164.53047
55  -164.50060
56  -164.47111
57  -164.44220
58  -164.41397
59  -164.38674
60  -164.36065
61  -164.33592
62  -164.31272
63  -164.29114
64  -164.27124
65  -164.25313
66  -164.23688
67  -164.22262
68  -164.21039
69  -164.20028
70  -164.19237
71  -164.18664
72  -164.18306
73  -164.18162
74  -164.18225
75  -164.18488
76  -164.18946
77  -164.19589
78  -164.20408
79  -164.21395
80  -164.22539
81  -164.23838
82  -164.25272
83  -164.26841
84  -164.28539
85  -164.30353
86  -164.32281
87  -164.34315
88  -164.36435
89  -164.38629
90  -164.40879
91  -164.43174
92  -164.45489
93  -164.47813
94  -164.50114
95  -164.52373
96  -164.54564
97  -164.56659
98  -164.58637
99  -164.60481
100  -164.62178
